TRatePercent,Health_Events,Geography,CalendarYear,Gender,RaceEthnicity,Textbox3,DT_Count,DT_Population,DT_RATE,DT_LB,DT_UB1,Significance,County_Code
   Age-Adjusted Rate,Asthma,Crawford,2009,Total,White,All ages,136,"85,420",14.3,11.9,16.7,+,039
   Age-Adjusted Rate,Asthma,Crawford,2009,Total,White,5 to 14,ND,"10,271",ND,ND,ND,-,039
   Age-Adjusted Rate,Asthma,Crawford,2009,Total,White,15 to 34,ND,"20,692",ND,ND,ND,-,039
   Age-Adjusted Rate,Asthma,Crawford,2009,Total,White,35 to 64,72,"35,094",20.8,16.0,25.6,+,039
   Age-Adjusted Rate,Asthma,Crawford,2009,Total,White,65+,48,"14,412",32.2,23.1,41.3,,039
   Age-Adjusted Rate,Asthma,Crawford,2009,Total,Black,All ages,ND,"1,736",ND,ND,ND,-,039
   Age-Adjusted Rate,Asthma,Crawford,2009,Total,Black,5 to 14,ND,226,ND,ND,ND,-,039
   Age-Adjusted Rate,Asthma,Crawford,2009,Total,Black,15 to 34,ND,636,ND,ND,ND,-,039
   Age-Adjusted Rate,Asthma,Crawford,2009,Total,Black,35 to 64,ND,597,ND,ND,ND,-,039
   Age-Adjusted Rate,Asthma,Crawford,2009,Total,Black,65+,ND,138,ND,ND,ND,-,039
   Age-Adjusted Rate,Asthma,Crawford,2009,Total,Hispanic,All ages,ND,851,ND,ND,ND,-,039
   Age-Adjusted Rate,Asthma,Crawford,2009,Total,Hispanic,5 to 14,ND,145,ND,ND,ND,-,039
   Age-Adjusted Rate,Asthma,Crawford,2009,Total,Hispanic,15 to 34,ND,347,ND,ND,ND,-,039
   Age-Adjusted Rate,Asthma,Crawford,2009,Total,Hispanic,35 to 64,ND,209,ND,ND,ND,-,039
   Age-Adjusted Rate,Asthma,Crawford,2009,Total,Hispanic,65+,ND,42,ND,ND,ND,-,039
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,All Races,All ages,177,"232,483",7.0,6.0,8.0,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,All Races,5 to 14,18,"26,142",ND,ND,ND,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,All Races,15 to 34,12,"62,455",ND,ND,ND,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,All Races,35 to 64,73,"94,850",7.1,5.5,8.7,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,All Races,65+,59,"36,388",15.3,11.4,19.2,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,White,All ages,153,"215,935",6.3,5.3,7.3,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,White,5 to 14,14,"23,488",ND,ND,ND,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,White,15 to 34,ND,"56,593",ND,ND,ND,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,White,35 to 64,63,"89,290",6.4,4.8,8.0,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,White,65+,57,"35,371",15.1,11.2,19.0,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,Black,All ages,16,"7,737",ND,ND,ND,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,Black,5 to 14,ND,"1,045",ND,ND,ND,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,Black,15 to 34,ND,"3,284",ND,ND,ND,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,Black,35 to 64,ND,"2,572",ND,ND,ND,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,Black,65+,ND,347,ND,ND,ND,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,Hispanic,All ages,ND,"5,391",ND,ND,ND,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,Hispanic,5 to 14,ND,984,ND,ND,ND,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,Hispanic,15 to 34,ND,"2,074",ND,ND,ND,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,Hispanic,35 to 64,ND,"1,579",ND,ND,ND,-,041
   Age-Adjusted Rate,Asthma,Cumberland,2009,Total,Hispanic,65+,ND,185,ND,ND,ND,-,041
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,All Races,All ages,313,"258,934",11.9,10.6,13.2,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,All Races,5 to 14,35,"31,567",11.1,7.4,14.8,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,All Races,15 to 34,36,"66,468",5.4,3.6,7.2,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,All Races,35 to 64,134,"107,942",12.2,10.1,14.3,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,All Races,65+,52,"35,928",14.5,10.6,18.4,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,White,All ages,137,"200,642",6.7,5.6,7.8,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,White,5 to 14,10,"21,687",ND,ND,ND,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,White,15 to 34,ND,"49,471",ND,ND,ND,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,White,35 to 64,57,"87,099",6.4,4.7,8.1,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,White,65+,35,"31,263",11.2,7.5,14.9,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,Black,All ages,129,"45,410",28.4,23.5,33.3,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,Black,5 to 14,18,"7,140",ND,ND,ND,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,Black,15 to 34,21,"13,343",17.7,10.1,25.3,,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,Black,35 to 64,53,"16,840",30.8,22.5,39.1,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,Black,65+,12,"3,958",ND,ND,ND,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,Hispanic,All ages,31,"16,403",25.7,16.7,34.7,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,Hispanic,5 to 14,ND,"3,094",ND,ND,ND,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,Hispanic,15 to 34,ND,"5,494",ND,ND,ND,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,Hispanic,35 to 64,17,"4,744",ND,ND,ND,-,043
   Age-Adjusted Rate,Asthma,Dauphin,2009,Total,Hispanic,65+,ND,708,ND,ND,ND,-,043
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,All Races,All ages,"1,338","558,028",24.2,22.9,25.5,+,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,All Races,5 to 14,180,"70,560",25.5,21.8,29.2,+,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,All Races,15 to 34,179,"152,100",11.8,10.1,13.5,+,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,All Races,35 to 64,550,"221,222",24.6,22.5,26.7,+,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,All Races,65+,186,"79,758",22.9,19.6,26.2,-,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,White,All ages,614,"420,951",14.2,13.1,15.3,+,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,White,5 to 14,45,"47,502",9.5,6.7,12.3,,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,White,15 to 34,78,"108,483",7.2,5.6,8.8,+,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,White,35 to 64,286,"173,153",16.2,14.3,18.1,+,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,White,65+,131,"69,972",17.9,14.8,21.0,-,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,Black,All ages,649,"103,764",62.9,58.1,67.7,,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,Black,5 to 14,125,"17,146",72.9,60.1,85.7,,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,Black,15 to 34,91,"34,003",27.0,21.5,32.5,,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,Black,35 to 64,249,"36,033",69.1,60.5,77.7,,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,Black,65+,45,"7,652",59.5,42.1,76.9,,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,Hispanic,All ages,46,"13,860",31.3,22.3,40.3,,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,Hispanic,5 to 14,ND,"2,451",ND,ND,ND,-,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,Hispanic,15 to 34,ND,"4,991",ND,ND,ND,-,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,Hispanic,35 to 64,18,"4,050",ND,ND,ND,-,045
   Age-Adjusted Rate,Asthma,Delaware,2009,Total,Hispanic,65+,ND,642,ND,ND,ND,-,045
   Age-Adjusted Rate,Asthma,Elk,2009,Total,All Races,All ages,46,"32,011",11.8,8.4,15.2,-,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,All Races,5 to 14,ND,"3,761",ND,ND,ND,-,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,All Races,15 to 34,ND,"6,521",ND,ND,ND,-,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,All Races,35 to 64,22,"14,134",13.8,8.0,19.6,,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,All Races,65+,16,"6,068",ND,ND,ND,-,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,White,All ages,44,"31,583",11.2,7.9,14.5,,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,White,5 to 14,ND,"3,690",ND,ND,ND,-,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,White,15 to 34,ND,"6,393",ND,ND,ND,-,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,White,35 to 64,21,"13,981",13.1,7.5,18.7,,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,White,65+,16,"6,030",ND,ND,ND,-,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,Black,All ages,ND,84,ND,ND,ND,-,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,Black,5 to 14,ND,23,ND,ND,ND,-,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,Black,15 to 34,ND,33,ND,ND,ND,-,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,Black,35 to 64,ND,20,ND,ND,ND,-,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,Black,65+,ND,3,ND,ND,ND,-,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,Hispanic,All ages,ND,193,ND,ND,ND,-,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,Hispanic,5 to 14,ND,42,ND,ND,ND,-,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,Hispanic,15 to 34,ND,60,ND,ND,ND,-,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,Hispanic,35 to 64,ND,53,ND,ND,ND,-,047
   Age-Adjusted Rate,Asthma,Elk,2009,Total,Hispanic,65+,ND,15,ND,ND,ND,-,047
   Age-Adjusted Rate,Asthma,Erie,2009,Total,All Races,All ages,220,"280,291",7.8,6.8,8.8,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,All Races,5 to 14,18,"34,424",ND,ND,ND,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,All Races,15 to 34,28,"77,960",3.6,2.3,4.9,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,All Races,35 to 64,95,"110,062",8.6,6.9,10.3,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,All Races,65+,47,"40,938",11.2,8.0,14.4,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,White,All ages,167,"254,928",6.4,5.4,7.4,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,White,5 to 14,10,"29,433",ND,ND,ND,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,White,15 to 34,20,"69,393",3.0,1.7,4.3,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,White,35 to 64,73,"102,722",7.0,5.4,8.6,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,White,65+,44,"39,365",10.9,7.7,14.1,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,Black,All ages,44,"18,644",24.2,17.0,31.4,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,Black,5 to 14,ND,"3,414",ND,ND,ND,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,Black,15 to 34,ND,"6,496",ND,ND,ND,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,Black,35 to 64,20,"5,660",34.5,19.4,49.6,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,Black,65+,ND,"1,171",ND,ND,ND,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,Hispanic,All ages,22,"8,613",41.3,24.0,58.6,,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,Hispanic,5 to 14,ND,"1,812",ND,ND,ND,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,Hispanic,15 to 34,ND,"2,984",ND,ND,ND,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,Hispanic,35 to 64,13,"2,273",ND,ND,ND,-,049
   Age-Adjusted Rate,Asthma,Erie,2009,Total,Hispanic,65+,ND,353,ND,ND,ND,-,049
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,All Races,All ages,310,"142,605",19.8,17.6,22.0,,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,All Races,5 to 14,10,"16,158",ND,ND,ND,-,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,All Races,15 to 34,32,"33,513",9.5,6.2,12.8,,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,All Races,35 to 64,156,"60,919",25.4,21.4,29.4,+,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,All Races,65+,93,"24,732",37.4,29.8,45.0,+,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,White,All ages,161,"134,815",11.0,9.3,12.7,,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,White,5 to 14,ND,"14,735",ND,ND,ND,-,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,White,15 to 34,19,"31,389",ND,ND,ND,-,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,White,35 to 64,82,"58,305",13.8,10.8,16.8,,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,White,65+,45,"23,794",19.2,13.6,24.8,,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,Black,All ages,ND,"5,742",ND,ND,ND,-,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,Black,5 to 14,ND,886,ND,ND,ND,-,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,Black,15 to 34,ND,"1,654",ND,ND,ND,-,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,Black,35 to 64,ND,"2,048",ND,ND,ND,-,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,Black,65+,ND,758,ND,ND,ND,-,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,Hispanic,All ages,ND,810,ND,ND,ND,-,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,Hispanic,5 to 14,ND,160,ND,ND,ND,-,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,Hispanic,15 to 34,ND,222,ND,ND,ND,-,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,Hispanic,35 to 64,ND,223,ND,ND,ND,-,051
   Age-Adjusted Rate,Asthma,Fayette,2009,Total,Hispanic,65+,ND,105,ND,ND,ND,-,051
   Age-Adjusted Rate,Asthma,Forest,2009,Total,All Races,All ages,ND,"6,775",ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,All Races,5 to 14,ND,412,ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,All Races,15 to 34,ND,"2,184",ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,All Races,35 to 64,ND,"2,832",ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,All Races,65+,ND,"1,157",ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,White,All ages,ND,"5,473",ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,White,5 to 14,ND,385,ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,White,15 to 34,ND,"1,390",ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,White,35 to 64,ND,"2,382",ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,White,65+,ND,"1,137",ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,Black,All ages,ND,"1,220",ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,Black,5 to 14,ND,19,ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,Black,15 to 34,ND,756,ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,Black,35 to 64,ND,429,ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,Black,65+,ND,8,ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,Hispanic,All ages,ND,319,ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,Hispanic,5 to 14,ND,13,ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,Hispanic,15 to 34,ND,194,ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,Hispanic,35 to 64,ND,99,ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Forest,2009,Total,Hispanic,65+,ND,6,ND,ND,ND,-,053
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,All Races,All ages,107,"144,994",7.1,5.8,8.4,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,All Races,5 to 14,10,"18,094",ND,ND,ND,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,All Races,15 to 34,ND,"35,021",ND,ND,ND,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,All Races,35 to 64,39,"57,568",6.8,4.7,8.9,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,All Races,65+,26,"24,569",10.7,6.6,14.8,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,White,All ages,88,"137,143",6.0,4.7,7.3,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,White,5 to 14,ND,"16,506",ND,ND,ND,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,White,15 to 34,ND,"32,695",ND,ND,ND,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,White,35 to 64,34,"55,256",6.0,4.0,8.0,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,White,65+,26,"23,962",11.0,6.8,15.2,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,Black,All ages,11,"4,762",ND,ND,ND,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,Black,5 to 14,ND,883,ND,ND,ND,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,Black,15 to 34,ND,"1,448",ND,ND,ND,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,Black,35 to 64,ND,"1,533",ND,ND,ND,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,Black,65+,ND,409,ND,ND,ND,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,Hispanic,All ages,ND,"5,371",ND,ND,ND,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,Hispanic,5 to 14,ND,"1,052",ND,ND,ND,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,Hispanic,15 to 34,ND,"1,755",ND,ND,ND,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,Hispanic,35 to 64,ND,"1,405",ND,ND,ND,-,055
   Age-Adjusted Rate,Asthma,Franklin,2009,Total,Hispanic,65+,ND,160,ND,ND,ND,-,055
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,All Races,All ages,12,"14,852",ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,All Races,5 to 14,ND,"1,849",ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,All Races,15 to 34,ND,"3,404",ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,All Races,35 to 64,ND,"6,189",ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,All Races,65+,ND,"2,534",ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,White,All ages,12,"14,474",ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,White,5 to 14,ND,"1,780",ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,White,15 to 34,ND,"3,268",ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,White,35 to 64,ND,"6,091",ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,White,65+,ND,"2,499",ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,Black,All ages,ND,195,ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,Black,5 to 14,ND,35,ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,Black,15 to 34,ND,74,ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,Black,35 to 64,ND,51,ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,Black,65+,ND,21,ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,Hispanic,All ages,ND,86,ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,Hispanic,5 to 14,ND,20,ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,Hispanic,15 to 34,ND,29,ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,Hispanic,35 to 64,ND,13,ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Fulton,2009,Total,Hispanic,65+,ND,10,ND,ND,ND,-,057
   Age-Adjusted Rate,Asthma,Greene,2009,Total,All Races,All ages,73,"39,245",17.1,13.2,21.0,,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,All Races,5 to 14,ND,"4,212",ND,ND,ND,-,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,All Races,15 to 34,ND,"10,553",ND,ND,ND,-,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,All Races,35 to 64,34,"16,455",19.1,12.7,25.5,,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,All Races,65+,21,"5,940",34.1,19.5,48.7,,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,White,All ages,69,"37,203",16.7,12.8,20.6,+,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,White,5 to 14,ND,"4,085",ND,ND,ND,-,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,White,15 to 34,ND,"9,490",ND,ND,ND,-,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,White,35 to 64,31,"15,780",17.8,11.5,24.1,,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,White,65+,21,"5,850",34.6,19.8,49.4,,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,Black,All ages,ND,"1,522",ND,ND,ND,-,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,Black,5 to 14,ND,42,ND,ND,ND,-,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,Black,15 to 34,ND,906,ND,ND,ND,-,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,Black,35 to 64,ND,510,ND,ND,ND,-,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,Black,65+,ND,42,ND,ND,ND,-,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,Hispanic,All ages,ND,411,ND,ND,ND,-,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,Hispanic,5 to 14,ND,39,ND,ND,ND,-,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,Hispanic,15 to 34,ND,208,ND,ND,ND,-,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,Hispanic,35 to 64,ND,112,ND,ND,ND,-,059
   Age-Adjusted Rate,Asthma,Greene,2009,Total,Hispanic,65+,ND,32,ND,ND,ND,-,059
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,All Races,All ages,74,"45,395",14.7,11.4,18.0,-,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,All Races,5 to 14,ND,"4,893",ND,ND,ND,-,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,All Races,15 to 34,ND,"12,084",ND,ND,ND,-,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,All Races,35 to 64,26,"18,880",12.7,7.8,17.6,-,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,All Races,65+,34,"7,266",47.1,31.3,62.9,+,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,White,All ages,72,"42,323",14.9,11.5,18.3,,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,White,5 to 14,ND,"4,683",ND,ND,ND,-,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,White,15 to 34,ND,"10,532",ND,ND,ND,-,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,White,35 to 64,26,"17,788",13.5,8.3,18.7,,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,White,65+,33,"7,157",46.3,30.5,62.1,+,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,Black,All ages,ND,"2,547",ND,ND,ND,-,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,Black,5 to 14,ND,94,ND,ND,ND,-,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,Black,15 to 34,ND,"1,386",ND,ND,ND,-,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,Black,35 to 64,ND,966,ND,ND,ND,-,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,Black,65+,ND,64,ND,ND,ND,-,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,Hispanic,All ages,ND,599,ND,ND,ND,-,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,Hispanic,5 to 14,ND,55,ND,ND,ND,-,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,Hispanic,15 to 34,ND,337,ND,ND,ND,-,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,Hispanic,35 to 64,ND,155,ND,ND,ND,-,061
   Age-Adjusted Rate,Asthma,Huntingdon,2009,Total,Hispanic,65+,ND,29,ND,ND,ND,-,061
   Age-Adjusted Rate,Asthma,Indiana,2009,Total,All Races,All ages,204,"87,450",22.1,19.1,25.1,,063
   Age-Adjusted Rate,Asthma,Indiana,2009,Total,All Races,5 to 14,10,"8,891",ND,ND,ND,-,063
   Age-Adjusted Rate,Asthma,Indiana,2009,Total,All Races,15 to 34,17,"27,165",ND,ND,ND,-,063
